merchant_name,category
KRUSHNA PETROLEUM,Travel
ANUKIRAN WINES,Food & Grocery
BANGALORE LIDO,Other
Anushree Bora,Health & Fitness
MAHASHAKTI,Other
PAYPAL *UBER BV,Travel
JILL ENTERPRISE,Food & Grocery
AKBAR ONLINE BOOKING C,Travel
LOOKS SALON,Ecommerce & Shopping
DUNKIN DONUTS,Food & Grocery
capfirst BD,Finance
International Council for School Leadership,Education
PHOENIX MARKET CITY MA,Other
PURPLLE,Ecommerce & Shopping
TicketNew Web,Entertainment
gogopogo,Ecommerce & Shopping
GO DIGIT GENERAL INSUR,Finance
BROTHERS SERVICE STATI,Travel
SAI VEG WORLD,Food & Grocery
Happily Unmarried,Ecommerce & Shopping
KASHISH ELECTRICITY SE,Bills
SUKHWANI PETROLEUM,Travel
PRAKASH AUTOMOBILES,Housing
LIQUOR MART,Food & Grocery
PANTALOONS FASHION & RETABANGALORE,Ecommerce & Shopping
ZARA INDIA-9093,Ecommerce & Shopping
NUMERO UNO,Ecommerce & Shopping
Indyloom India,Ecommerce & Shopping
Being a slut,Ecommerce & Shopping
SIddhi,Entertainment
GOPINATH ENTERPRISES,Business Activity
Surprizing Gifts,Ecommerce & Shopping
Rise and Shine... naturally,Ecommerce & Shopping
GANESHANA ENTERPRISES,Travel
IGL-DWARKA SEC 14,Travel
Greater Visakhapatnam Municipal Commissioner,Organization
IRCTC-IPAY-MOBILEAPP,Travel
DreamAdvance,Education
My Pegasus Trading Company,Ecommerce & Shopping
DELHI TOURISM,Government Organization
IDEALPREPAID INDIA PRIVATE LIMITED,Bills
DHINGRA SERVICE,Housing
DMART ISHANA,Other
Krishna Education Society,Education
Deliciosa online Private Limited,Business Activity
Akbar Travels B2B APP,Travel
Mirrorwalla,Ecommerce & Shopping
PAUL,Food & Grocery
Pret Interpret Clothing Pvt Ltd,Ecommerce & Shopping
SARAVANA STORES TEX,Ecommerce & Shopping
BAI Infosolutions Pvt Ltd,Organization
RELIANCE MARKET,Other
PATEL PETROLEUM,Travel
HP CENTRE MOTI NAGAR,Travel
Snappicart,Ecommerce & Shopping
MSW*MAJOR BRANDS INDIA,Ecommerce & Shopping
KIDZON,Other
K R MANGALAM WORLD SCHOOL,Education
POLICE WELFARE,Government Organization
Amigo Travels Pvt Ltd,Travel
Vajra Bhumi Considet change,Ecommerce & Shopping
AtoZstore,Ecommerce & Shopping
Tamilyarn Tee Store,Ecommerce & Shopping
wb test,Health & Fitness
SSR,Government Organization
DRIVEZY INDIA TRAVELS,Travel
SNEH ENTERPRIESE,Food & Grocery
abhigrahan business services private limited,Business Activity
DESICALLY ETHNIC RETAIL LLP,Ecommerce & Shopping
BPCL YASHODA FILLING S,Travel
Shibam enterprise,Ecommerce & Shopping
HPCL TSSP SERVICE STAT,Travel
SHAKTI PETROLEUM,Travel
IFFCOTOKIO,Finance
Southern Power Distrib,Bills
LAXMI WINES,Food & Grocery
VINOD AUTO SERVICE,Travel
Just Dial Limited,Ecommerce & Shopping
M.A Enterprises,Ecommerce & Shopping
Nauchandi,Travel
FUTURE VALUE RETAIL LTD,Other
Ayan International,Ecommerce & Shopping
KSB WINE WORLD,Food & Grocery
The Tata Power Company Ltd,Bills
Dream Vouge,Ecommerce & Shopping
payment,Finance
Technosols Consulting Services,Organization
JIPMER,Education
HOTEL SARAVANA BHAVAN,Food & Grocery
ONTHATNOTE MUSIC PVT LTD,Entertainment
J R ENTERPRISES,Ecommerce & Shopping
STAR MARK,Business Activity
YUM YUM CHA,Food & Grocery
KOMAL AND BROS,Travel
HPCL COMCO SAROLI,Travel
Archaeological Survey Of IndiaASI,Housing
BURGER KING -Vegas DwarakNEW DELHI,Food & Grocery
DIRECTORATE OF PLANT P,Government Organization
SRI SATHYA,Food & Grocery
Hrigvida Collection,Ecommerce & Shopping
MAHARAJA AGRASEN HOSPITAL,Health & Fitness
REL RETAIL LTD-FRESH,Food & Grocery
HPCL COMCO SIPCOT,Travel
MUKUNDRAI DAMJI,Travel
GAURI CAR CENTER,Travel
DAHISAR SERVICE STATIO,Travel
RAJINDER DA,Food & Grocery
AYUSH HARBALS,Health & Fitness
KDK GST,Finance
UDIPIS UPHAR,Food & Grocery
PRATHAM WINE WORLD,Food & Grocery
Bireswar Sen Family Trust,Entertainment
SHREE CHAKRA GOURMET,Business Activity
RAJASTHAN FORT AND PALACE PRIVATE LIMITED,Business Activity
HOME INTERIOR DESIGNS ECOMMERCE P LTD,Ecommerce & Shopping
SAI SAYAJI SERVICES,Travel
JIVAN SERVICE CENTRE,Travel
IOCL,Travel
The Forum Vijaya Mall,Other
SURE PETROLEUM,Travel
HNS HYPER,Food & Grocery
HOTEL SAI POOJA,Food & Grocery
CINEPOLIS INDIA HYDERA,Entertainment
PRIME GLOBAL ACCOMMODATION SERVICES PRIVATE LIMITED,Travel
CHUMBAK,Other
TRAVELOGY INDIA,Travel
VAIBHAV PETRO POINT,Travel
DEYOME,Ecommerce & Shopping
THE BISHOPS SCHOOL CAM,Education
P D HINDUJA NATIONAL HOSPMUMBAI,Health & Fitness
BlackBuck,Business Activity
Smokestack Works,Ecommerce & Shopping
DOSA EXPRESS,Food & Grocery
Indian Oil Employees Greentech Co Housing Society Ltd,Housing
Times Internet Limited timesjobs,Entertainment
Mirraw Online Services Pvt Ltd,Ecommerce & Shopping
SAINATH FILLING STATIO,Travel
HPCL SRI ANJANEYA MOTOR FHYDERABAD,Travel
Manas Hospitality Pvt Ltd,Travel
GAIKWAD CNG,Travel
Xiaomi Technology India Pvt Ltd,Ecommerce & Shopping
NATIONAL SERVICE,Government Organization
Priyanflowers,Entertainment
TIKONA QUICKPAY,Bills
VIVIANA TRD THANE,Other
Youth Hostels Association of India Adventure Program,Travel
SHOPIFY,Other
ROSHNI WINES,Food & Grocery
IRANI CAFE,Food & Grocery
SAHAKARI BHANDAR,Food & Grocery
SHREE PETROLEUM,Travel
Kavani,Ecommerce & Shopping
My Beauty Time,Entertainment
Zee Learn Limited,Education
Ekklesia Books,Ecommerce & Shopping
KLOVE,Entertainment
SAHARA STAR,Travel
Pastels and Pop,Ecommerce & Shopping
Cutlet,Food & Grocery
SRI KRISHNA ENTERPRISES,Bills
WesternValley cycling,Entertainment
SARDAR SINGH BHATI,Other
Tu Retail Service Pr,Business Activity
IKKIVI Retail Services LLP,Ecommerce & Shopping
ADJMUSICALS,Entertainment
JMD textiles,Ecommerce & Shopping
SORA CORPORATION,Ecommerce & Shopping
SHIVAM PETROLEUM,Travel
G M DESAI AND CO,Travel
NALA MARRIAGE,Business Activity
SURATMUNCORP,Government Organization
N G B AUTO SERVICE,Travel
Pixart Technologies Private Limited,Business Activity
THE CHENNAI SHOPPING M,Ecommerce & Shopping
yulu bikes pvt ltd,Travel
MALGUDI FOODS,Food & Grocery
SWAGAT,Ecommerce & Shopping
KFC DOMESTIC,Food & Grocery
NAP and Sons eRetailing Solutions Pvt Ltd,Ecommerce & Shopping
A S ENTERPRISES,Ecommerce & Shopping
GOODWILL EX SERVICEMEN,Other
KAKA HALWAI,Food & Grocery
STERLING HOSPITAL,Health & Fitness
Woodstock School,Education
Maxus Cinemas,Entertainment
TokioGa Services India Pvt Ltd,Organization
SYMBIOTIC PROCESS DESIGNFLOOR LLP,Business Activity
5614 Dmart Gotigiri,Other
19thOwl,Ecommerce & Shopping
THREE STAR FUEL STATION,Travel
VENKYS XPRS,Food & Grocery
SAI VISHNU PETRO,Travel
CHANDRA PRABHU,Other
WI BRIDGE,Bills
SHREE SAMARTH KRUPA AU,Housing
A M I Tours N Travels,Travel
RM*APay,Other
HPCL SHREE VINAYAK PET,Travel
MULTIPLEX,Entertainment
GOOGLE *DianDian Inter,Entertainment
TATA SKY LIMITED,Bills
DIGITAL CLASSIFIEDS LIMITED,Business Activity
TAJ SATS AIR CATERING LTDNEW DELHI,Business Activity
LAKESIDEFUELS,Travel
SRI KARTIKEYA,Travel
AstroSoc,Education
Cyclop Gear,Ecommerce & Shopping
VISAWA WINE MART,Food & Grocery
Ansal University Unit Chiranjiv Charitable Trust,Education
SRI VENKATA RAMANA FILL,Travel
SREE SSV PETROLEUM COR,Travel
JND Collection,Ecommerce & Shopping
FFSPL APP,Food & Grocery
BeefArea,Ecommerce & Shopping
Prakash dark arts,Entertainment
Soulgallery,Ecommerce & Shopping
PaymentsPayU,Other
Heritage Xperiential Learning School,Education
SAFFRON LIFESTYLE,Ecommerce & Shopping
CashBean,Finance
OVEN FRESH,Food & Grocery
HIMALAYA BOOK,Other
SHRI JAI AMBE,Food & Grocery
Sunny,Food & Grocery
Myshop,Ecommerce & Shopping
Rush in Style,Ecommerce & Shopping
R K Service Station,Travel
KRISHNA COLLECTION,Ecommerce & Shopping
ASMIPETPRODUCTS,Ecommerce & Shopping
Happy Grub Hospitality Pvt Ltd,Travel
Barbeque Nation,Food & Grocery
PRADEEP AGENCIES,Travel
megastore,Ecommerce & Shopping
Creativestains,Entertainment
BSES Rajdhani,Bills
Khar Gymkhana,Entertainment
Harpyari Devi Welfare Society,Education
Biba Apparels,Ecommerce & Shopping
SUBURBAN,Health & Fitness
SWETHA BAR AND RESTAUR,Food & Grocery
PATEL FAST FOOD,Food & Grocery
ORGANIC MEALS LLP,Food & Grocery
BHAAXAGENINS,Finance
CONNAUGHT PLAZA RESTAUR,Food & Grocery
zeefivePayU,Entertainment
Health Paradise,Ecommerce & Shopping
Mahalakshmi Agencies,Health & Fitness
MIMOSA FRAGRANCES PRIVATE LIMITED,Ecommerce & Shopping
KAKA AUTOMOBILE,Travel
BALAJI TRADERS,Ecommerce & Shopping
HP SERVICE CENTER SION,Housing
KEERTHI SERVICE STATIO,Travel
avtara group,Ecommerce & Shopping
jubilant foodworks lim,Food & Grocery
SHITOLE PETROLEUMS,Travel
MICROSOFT*OFFICE 365 PERSMSBILL.INFO,Business Activity
RBL Bank,Finance
TITAN COMPANY,Ecommerce & Shopping
Aman Makwana,Education
IGL I F C - 3,Travel
SITA LOGISTICS,Business Activity
SHIVA SHIVANI,Education
Ms JMK HOLDINGS PRIVATE LlMITED,Housing
NEW PRASHANT ENTERPRIS,Business Activity
Signet Payments Solution Pvt Ltd,Finance
M/S MEP RGSL TOLL BRID,Travel
NAVYUG SERVICE,Housing
Taste of America,Food & Grocery
C PUTTAIAH & SONS,Travel
BON FRESH FOODS P LT,Food & Grocery
SHIVAN AUTO CENTRE,Travel
AUTO CARE CENTRE HPCL,Travel
XIMI VOGUE,Other
AMUL PARLOURS,Food & Grocery
S R FUELS,Travel
Raj Wines,Food & Grocery
Ashar Herbal and Agro Products LLP,Food & Grocery
Mount guide international,Education
MC DONALDS,Food & Grocery
GOOGLE *Veego,Other
Manasi Fashion,Ecommerce & Shopping
Pt Ravishankar Shukla,Education
One Estore Private Limited,Business Activity
A K Medical Technology Pvt Ltd,Health & Fitness
Goomo Holdings Services India Private Limited,Travel
SHREE MORYA PETROLEUM,Travel
Ragini,Entertainment
SUNDER SERVICE STATION,Travel
Bharti Hexacom Limited FLNB RAJ,Bills
Shreyas ET Store,Entertainment
SHRI JAI AMBE AUTOMOBI,Travel
RUBY HALL CLINIC,Health & Fitness
NAVAYUGA DEVANAHALLI TO,Travel
JAI HANUMAN SERVICE,Housing
Mayflower infotainment Systems,Organization
DECOGRAPHY,Ecommerce & Shopping
GENERICO,Health & Fitness
RAVI FILLING STATION,Travel
Sanjeev Mittal wine,Food & Grocery
RAMSHA SULTAN,Ecommerce & Shopping
VROOM DRIVE INDIA PRIVATE LTD,Travel
JIFFY,Finance
MALLIKA HIGHWAY,Travel
EO TTD ONLINE COLLECTI,Other
JAIN SERV STATION,Housing
WISH,Other
Boost Socials,Entertainment
Cashfree Payments,Other
pintails,Government Organization
Justdial INTSim,Bills
INDIAN MARITIME UNIVERSITY,Education
MAKEMYTRIP (INDIA) PVT,Travel
BRIGHT LIFECARE PRIVAT,Other
SHREE SOMNATH,Travel
GHELABHAI,Ecommerce & Shopping
Wissen Products,Ecommerce & Shopping
INDO SIAM TEXTILES,Ecommerce & Shopping
BARODA AUTO SERVICE STATIVADODARA,Travel
IGNOU ADMISSION FEE AC,Education
Ruptika Vohra,Travel
SELECT AUTOMOBILES,Business Activity
RC BRAND HUB,Ecommerce & Shopping
Crafted Ventures,Entertainment
Lulu International Shop,Other
PHIL TECHNOLOGIES PRIVATE LIMITED,Organization
CREAMSTONE CREATION,Food & Grocery
CITY LIFE RETAIL PVT L,Other
Metropole Inn LLP,Travel
Paygate India Private insurance,Finance
HP AUTO CARE CENTREHAR,Travel
BUDDY RETAIL PRIVATE L,Other
Quess Corp Limited,Organization
CHOLAMSGNINS,Finance
EVERGREEN,Education
Indian Art Villa,Ecommerce & Shopping
Greeting Buzz,Entertainment
ADARSH AUTOMOBILES,Housing
zara india-9076,Ecommerce & Shopping
Mohammad Danish,Entertainment
HO 2018 counseling registration fee,Education
Agasthya Industries,Business Activity
BeatRoot Product Labs Private Limited,Ecommerce & Shopping
BHOOMI MART,Food & Grocery
DIVYA FUEL POINT,Travel
BodyBlends,Ecommerce & Shopping
JOGESHWARI PETROL,Travel
Airtel Postpaid MUM,Bills
SPARSH INDIA COUTURE,Organization
Dreamplug Technologies Pvt Ltd1,Business Activity
DELHIVERY PRIVATE LIMI,Business Activity
GOOGLE *Hyperconnect,Other
M G ENTERPRISE,Ecommerce & Shopping
PAYPAL *MAGICPIN,Business Activity
Mountain Valley Springs India Private Limited,Ecommerce & Shopping
SHRI SAI SERVICE,Ecommerce & Shopping
ZARA INDIA-6362,Ecommerce & Shopping
Cryoviva Biotech Pvt Limited,Health & Fitness
Urban online Services Pvt ltd,Entertainment
Chemould Frames,Ecommerce & Shopping
Strey Pvt Ltd,Housing
Mrida Associates LLP,Food & Grocery
pethis corner,Travel
KENDRIYA BHANDAR,Government Organization
Special Branch ( Delhi,Government Organization
IQvirus Services Private Limited,Organization
Rasikh gems and jewellers,Ecommerce & Shopping
BrandTag,Organization
Delta Pleasure Cruise Company Pvt Ltd,Travel
THE EDUCATIONAL SOCIETY OF THE SISTERS OF ST JOSEPH OF CLUNY,Education
G S Marketing Associates,Organization
APPLE WINE MART,Food & Grocery
POLY WINE SHOP,Food & Grocery
SRI RADHA RAMAN SERVIC,Travel
HAMSA SERVICE,Travel
HP EAST END,Travel
ANAND SERVICE STATION,Housing
Zomato,Food & Grocery
Chockriti Chocolates LLP,Food & Grocery
M/S AJAY MALHOTRA,Food & Grocery
VIBGYOR,Education
GOLDEN PETROFILS,Travel
HYFLYER INNOVATIONS LLP,Ecommerce & Shopping
FULL MOON SERVICE STAT,Travel
YADU FUELS,Travel
CAFECCINO,Food & Grocery
MoonSight,Organization
Borkar Bound,Ecommerce & Shopping
UNIK BAZAR,Other
Manorama Classifieds,Entertainment
OMKAR PETROLEUM,Travel
1522,Food & Grocery
Manappuram finance limited,Finance
P D FABRICATION,Business Activity
F3 ACADEMY,Health & Fitness
INTERGLOBE AVIATION LI,Travel
ANAND FILLING STATION,Travel
SK FUELS,Travel
BIMCrew Consultancy OPC Pvt Ltd,Education
KULVINDER NATH MARWAH,Food & Grocery
ANJANADRI WINES,Food & Grocery
ADITYA BIRLA FASHION AND RETAIL LIMITED,Ecommerce & Shopping
Makaan com Private Limited,Housing
HOTEL NAVARATNA,Travel
PINK PETROL PARK,Travel
Ilex Developers and resorts Ltd,Housing
CHOCOCRAFT CREATIONS PVT LTD,Food & Grocery
GOOGLE *hotshotsworld,Entertainment
Shiv Auto Agency,Travel
Agoda.com,Travel
SHREE MITHAI,Food & Grocery
Ultimecesta Private Limited,Business Activity
INDIAN OIL CORPORATION LTNOIDA,Travel
Home4pet E Commerce Private Limited,Ecommerce & Shopping
NR wardrobe fuss Private limited,Ecommerce & Shopping
Flying Turtle Enterprises,Ecommerce & Shopping
UBER,Travel
Ratnatraya,Housing
Pet Station,Food & Grocery
SAI PETRO HUB,Travel
CHINA BAZAR,Ecommerce & Shopping
Digital Age Retail Pvt,Business Activity
VERMA STORE,Ecommerce & Shopping
SHIVAS UNISEX,Ecommerce & Shopping
GLOBAL PETRO,Travel
FOREVER 21,Ecommerce & Shopping
Delta Corp Limited,Entertainment
POTHYS,Ecommerce & Shopping
Berries and Leaves,Food & Grocery
Galway shop,Ecommerce & Shopping
SRI SRI PUBLICATIONS TRUST,Travel
The Maharaja Sayajirao University of Baroda,Education
HAPPYEASYGO INDIA PVT,Travel
Webprofits Solutions,Organization
KAMA AYURVEDA,Health & Fitness
THALASSERY RESTAURANT,Food & Grocery
TOPPR TECHNOLOGIES PVT LTD,Education
LAXMI PETRO STATION,Bills
CNC RETAIL,Business Activity
abcd store,Ecommerce & Shopping
Indian Law Institute,Education
UNITED MOTOR STORES,Travel
LetsEndorse Development Private Limited,Social Work
Adharsh and Merchant,Food & Grocery
CROMA,Ecommerce & Shopping
PKENTERPRISES,Ecommerce & Shopping
MTNLMUMBAI,Bills
rummyculture,Entertainment
SIDDHARTHA SPIRIT,Food & Grocery
NIT MANIPUR,Education
udupi park,Food & Grocery
TULI MOTORS,Business Activity
Abmocare India Pvt Ltd,Business Activity
use me works,Ecommerce & Shopping
RELJIO,Bills
BPCL POGULA SUJATHA,Travel
GAWADE PETROLEUM,Travel
Shuttl,Travel
STARBUCKS COFFEE,Food & Grocery
Shahnawaz,Education
S M FRESH MART,Food & Grocery
Dapper,Ecommerce & Shopping
The Wenz,Ecommerce & Shopping
Darjinc Retail OPC Pvt Ltd,Ecommerce & Shopping
MANJEERA MALL HYDERABA,Other
SKN Haryana City Gas Distribution Private Limited,Travel
Nashik Municipal Corporation Property Tax,Government Organization
MACFOS PRIVATE LIMITED,Business Activity
MESCO PETROLEUM,Travel
VISAT AUTOMOBILES,Travel
ROYAL SERVICE,Ecommerce & Shopping
PANTALOONS FASHION & RETAAHMEDABAD,Ecommerce & Shopping
IBIBO GROUP PRIVATE LI,Travel
NIKHIL SARAF,Organization
Vanlalchhanhima Ralte,Entertainment
Studio Chiaroscuro,Ecommerce & Shopping
KINGS WINES,Food & Grocery
Bangalore University,Education
CHITRANJAN SURI,Food & Grocery
BPCL ARUNAA AGENCY,Travel
BOHO STORE,Ecommerce & Shopping
Gunjan Tradelink Pvt. Ltd.,Ecommerce & Shopping
RAMDEV PETROLEUM,Travel
RAJKAMAL,Other
DEENANATH MANGESHKAR H,Health & Fitness
LATA AGENCIES,Food & Grocery
PAZHAMUDIR NILAYAM,Food & Grocery
VISHAL MEGA,Ecommerce & Shopping
Shinjini Amitabh,Ecommerce & Shopping
BathCandy International OPC Private Limited,Business Activity
FBB,Ecommerce & Shopping
SRI AMMAN AGENCY,Travel
ANMOL INTERNATIONAL,Food & Grocery
L G A ENTERPRISES,Travel
WESTSIDE,Ecommerce & Shopping
CFS Health Care Service Pvt Ltd,Health & Fitness
Odyssey Tours and Travels,Travel
Sood Studio Ludhian Pvt Ltd,Entertainment
sail careers,Ecommerce & Shopping
KGN T-shirt Centre,Ecommerce & Shopping
WELCOME AUTOS,Travel
Haveli Restaurant and Resorts Ltd,Food & Grocery
PUNJAB GRILL,Food & Grocery
Every Bit Fashion,Ecommerce & Shopping
AAHIL TOURS AND TRAVELS,Travel
DURBAR RESTAURANT,Food & Grocery
Paulami,Ecommerce & Shopping
Dhenika Foods (OPC) Private Limited,Food & Grocery
Archaeological Survey Of India insider,Entertainment
VFLAMBDA Ventures Private Limited,Entertainment
A V ASSOCIATES,Ecommerce & Shopping
INFINITE ENTERPRISES,Ecommerce & Shopping
AJMAN ENTERPRISES,Business Activity
JRG FINCORP LIMITED,Finance
OM PETROLEUM,Travel
IOCL BAFNA BROTHERS,Travel
CARAT LANE TRADING PRIVATE LIMITED,Ecommerce & Shopping
Stellar Digital Pvt Ltd,Organization
Phoenixgen,Organization
TRAARETAIL VENTURES LLP,Ecommerce & Shopping
Dr Willmar Schwabe India Pvt Ltd,Health & Fitness
HARBANS DAYA WINE MERCH,Food & Grocery
Coaltech Engineers Pvt Ltd,Housing
GLOBUS STORES,Ecommerce & Shopping
VLCC HEALTH CARE LIMIT,Ecommerce & Shopping
BREWSKY HENNUR,Food & Grocery
Cozy Infosystems Pvt Ltd,Organization
POP TATES,Food & Grocery
St Johns High School,Education
Future Lifestyle Fashi,Ecommerce & Shopping
WE MART,Food & Grocery
sai ganesh ortho & surgucals,Health & Fitness
FSSPAY DREAM 11 FANTASMUMBAI,Entertainment
RAJ MANDIR,Entertainment
Chanakya Academy for education and training pvt ltd,Education
N S V DARRAKS ENTERPRISES,Ecommerce & Shopping
ASANSOL DURGAPUR,Government Organization
Mumbai Academy of Moving Image,Entertainment
JASPER INFOTECH PVT,Other
Vebooks,Organization
ZIMSON TIMES PRIVATE LIMIBANGALORE,Ecommerce & Shopping
Junglee Games India Pvt Ltd,Entertainment
ICICIPREP,Bills
PURAN SERVICE STATION,Housing
SHEETAL WINES,Food & Grocery
5011 Dmart Kushaiguda,Other
HINDUSTAN PETROLIUM CO,Bills
Atom Technology Limite,Other
SHOPPERS STOP LTD,Ecommerce & Shopping
PUNE AMANORA,Other
SHIVA WINES,Food & Grocery
RAMAKRISHNA HOSPITAL P,Health & Fitness
TATA AIA LIFE INSURANCE COMPANY LIMITED,Finance
Intermesh Shopping Network Private Limited,Ecommerce & Shopping
BHAGWATI DEPARTMENTAL,Other
Aderelit Electronics Pvt Ltd,Ecommerce & Shopping
Punjab State Power Cor,Bills
Vaarmor Trading (OPC) Private Limited,Business Activity
Amrit Sales Corporation,Ecommerce & Shopping
SUPER SERVICE STATION,Housing
TODI MILL SOCIAL,Food & Grocery
FanFight,Entertainment
HDFC STANDARD LIFE,Finance
DELHI DUTY FREE,Other
Nikhil Chaudhary,Entertainment
BALAJI PETROLEUM,Travel
RAJ MANDIR HYPER MARKE,Food & Grocery
HPCL SRI KAMATCHI AMMA,Bills
PIONEER GEL PVT LTD,Other
AHMEDABAD MUNICIPAL CORPORATION Advisionamc,Government Organization
SHREE CHAKRA GOURMET SERVMUMBAI,Business Activity
EatGood Technologies Private Limited,Food & Grocery
Nival Samuday Kalyan Sangh,Social Work
UPSRTC,Travel
MR-DELU,Organization
JALARAM,Food & Grocery
Akshay Buildprop Pvt Ltd,Housing
Ambission Fashion Ventures LLP,Ecommerce & Shopping
Bishop Cotton Boys School,Education
SIVAM AUTO HITEC CITY,Travel
Trainman,Travel
Curatestar Designs Pvt Ltd,Business Activity
THE HOSTELLER HOSPITALITY PRIVATE LIMITED,Travel
PATIL WINES,Food & Grocery
CITY PEARL SUPER MARKE,Food & Grocery
VIJ AUTO CENTRE,Travel
RHK HYPERMARKET-K R PU,Business Activity
PAULS PETRO MART,Travel
PAVAN OPTICAL,Ecommerce & Shopping
look by chance,Ecommerce & Shopping
ASIAN MULTIDIMENSION ENTEHYDERABAD,Entertainment
INERGLOBE AVIATION LIM,Travel
MADURA FASHION & LIFES,Ecommerce & Shopping
G CUBE,Education
CSC E Governance Serices 110016,Government Organization
KASHWOOD,Entertainment
ROLLS KING,Food & Grocery
GARUDA AUTO SERVICE,Housing
Qwikcilver Amazon,Finance
CAKES N BAKES,Food & Grocery
Bajaj spirits pvt L,Other
RAJHANS CINE WORLD PVT,Entertainment
Silklane,Ecommerce & Shopping
EATGOOD TECHNOLOGIES P,Food & Grocery
Parikrma Humanity Foundation,Social Work
HEALTH AND GLOW PRIVATE LIMITED,Ecommerce & Shopping
PRISM HOSPITALITY SERV,Business Activity
Razorback Technologies Private Limited,Business Activity
PAVAN PETROLEUM,Travel
DAYANAND ANGLO VEDIC COLLEGE TRUST MANAGEMENT SOCIETY,Education
ROYAL PETRO,Travel
AKAR SERVICE,Travel
HPCL COMCO CITY LIGHT,Travel
JAL PHIROJ CO BPCL,Travel
MS HP KATARIA FUEL CO,Travel
RING ROAD SERVICE,Travel
BP GNA SECTOR PI,Housing
KLER WINES,Food & Grocery
ACT Pvt Ltd,Bills
Frescura Foods,Food & Grocery
Corning Technologies India Private Limited,Ecommerce & Shopping
CAKE OF THE DAY,Food & Grocery
Banggood,Other
CH YEGNAIAH SONS,Travel
ALAMPATA FOODS,Food & Grocery
HOMESTOP RETAIL,Ecommerce & Shopping
Needs The Super Market,Ecommerce & Shopping
ANICHA RETAIL PRIVATE LIMITED,Business Activity
SHRI MAHALAXMI CATERER,Business Activity
Liquor Land,Food & Grocery
Bodhi Brands Private Limited,Ecommerce & Shopping
HOTEL SAMRAT,Food & Grocery
PS Arts Studio,Education
SKILLWIN TECHNOLOGY PRIVATE LIMITED1,Organization
RAMASHRAM SERVICE STATIONDELHI,Travel
GOVTOFUP,Government Organization
Bharat Petroleum Copor,Bills
MEP INFRA AIROLI,Business Activity
Wavering Weaves Pvt Ltd,Ecommerce & Shopping
PUNJABI BY NATURE,Food & Grocery
Yphoria,Health & Fitness
Relyon Softech Ltd,Finance
MADANNAPET FILLING STA,Travel
SHREE SHANKARA SERVICE,Travel
syed NAWAZ,Ecommerce & Shopping
National Institute of Technology Goa,Education
SAPPDA,Food & Grocery
SRI HANUMAN SERVICE,Housing
SNAPDEAL.COM/-DIRECT,Other
SVBTC PRIVATE LIMITED,Business Activity
